direction,prize_topic,citation_topic,prize_domain,citation_domain,prize_paper_field,citation_paper_field,count,sample_prize_paper_id,sample_prize_paper_title,sample_citation_paper_id,sample_citation_paper_title
citation_paper_cites_prize_paper,Mathematics,Unknown Citation Field,Physical Sciences,Unknown Domain,Mathematics,,15,W2248814689,Fine Structure of the Hydrogen Atom by a Microwave Method,W4302576803,References and Bibliography
prize_paper_references_citation_paper,Chemistry,Physics and Astronomy,Physical Sciences,Physical Sciences,Chemistry,Physics and Astronomy,108,W2034289567,"Evidence for a<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>T</mml:mi><mml:mo>=</mml:mo><mml:mn>0</mml:mn><mml:mn /></mml:math>Three-Pion Resonance",W1963622126,"Single Pion Production in 0.96-Bev<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msup><mml:mrow><mml:mi>π</mml:mi></mml:mrow><mml:mrow><mml:mo>−</mml:mo></mml:mrow></mml:msup></mml:mrow><mml:mo>−</mml:mo><mml:mi>p</mml:mi></mml:math>Interactions"
prize_paper_references_citation_paper,Chemistry,Mathematics,Physical Sciences,Physical Sciences,Chemistry,Mathematics,4,W2034289567,"Evidence for a<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>T</mml:mi><mml:mo>=</mml:mo><mml:mn>0</mml:mn><mml:mn /></mml:math>Three-Pion Resonance",W2055661814,Investigation of the invariance group in the three fundamental fields model
citation_paper_cites_prize_paper,Materials Science,Health Professions,Physical Sciences,Health Sciences,Materials Science,Health Professions,12,W2058122340,Electric Field Effect in Atomically Thin Carbon Films,W4235179886,Development of a Text-Based Communication System with Eye Tracking Technology
citation_paper_cites_prize_paper,"Pharmacology, Toxicology and Pharmaceutics",Computer Science,Life Sciences,Physical Sciences,"Pharmacology, Toxicology and Pharmaceutics",Computer Science,3,W1205458192,Tissue fractionation studies. 6. Intracellular distribution patterns of enzymes in rat-liver tissue,W2017129202,Étude par fluorescence des membranes plasmiques de lymphocytes
prize_paper_references_citation_paper,Engineering,Psychology,Physical Sciences,Social Sciences,Engineering,Psychology,1,W2041154484,The Production of High Speed Light Ions Without the Use of High Voltages,W4247689451,THE SCHENECTADY MEETING OF THE AMERICAN PHYSICAL SOCIETY
prize_paper_references_citation_paper,Medicine,Computer Science,Health Sciences,Physical Sciences,Medicine,Computer Science,3,W2080629537,Theory of Polyhedral Molecules. III. Population Analyses and Reactivities for the Carboranes,W2025468484,EXTENSIONS OF THE VALENCE THEORY OF BORON COMPOUNDS
citation_paper_cites_prize_paper,Computer Science,"Business, Management and Accounting",Physical Sciences,Social Sciences,Computer Science,"Business, Management and Accounting",8,W2059693774,A New Audiometer,W1994825260,Serial effects in auditory threshold judgments.
citation_paper_cites_prize_paper,Unknown Nobel Field,Veterinary,Unknown Domain,Health Sciences,,Veterinary,3,W4256705386,�ber die Bildung des Instinktbegriffes,W2075856248,Stereotypies and attentiveness to novel stimuli: a test in polar bears
citation_paper_cites_prize_paper,Energy,Health Professions,Physical Sciences,Health Sciences,Energy,Health Professions,4,W1982444105,Genetic Control of Biochemical Reactions in Neurospora,W92240367,"Zwillingsuntersuchungen über die menschliche Haltung, den Haltungsschaden und verschiedene Formelemente der Wirbelsäule"
citation_paper_cites_prize_paper,Immunology and Microbiology,Earth and Planetary Sciences,Life Sciences,Physical Sciences,Immunology and Microbiology,Earth and Planetary Sciences,10,W2137590150,The Dorsoventral Regulatory Gene Cassette spätzle/Toll/cactus Controls the Potent Antifungal Response in Drosophila Adults,W2538536303,Towards understanding a holobiont: host-microbe interactions in Hydra
citation_paper_cites_prize_paper,Computer Science,Arts and Humanities,Physical Sciences,Social Sciences,Computer Science,Arts and Humanities,7,W2059693774,A New Audiometer,W2413015830,XXV Békésy Tracing
citation_paper_cites_prize_paper,Veterinary,Chemistry,Health Sciences,Physical Sciences,Veterinary,Chemistry,9,W2112130390,"Avermectins, New Family of Potent Anthelmintic Agents: Efficacy of the B <sub>1a</sub> Component",W2466692781,Ferrocenyl chiral bisphosphorus ligands for highly enantioselective asymmetric hydrogenation via noncovalent ion pair interaction
citation_paper_cites_prize_paper,Chemical Engineering,Neuroscience,Physical Sciences,Life Sciences,Chemical Engineering,Neuroscience,5,W1884836326,Der stetige �bergang von der Mikro- zur Makromechanik,W3099055630,Self-organized criticality in a network of interacting neurons
citation_paper_cites_prize_paper,Earth and Planetary Sciences,Veterinary,Physical Sciences,Health Sciences,Earth and Planetary Sciences,Veterinary,1,W2058179313,Stratospheric sink for chlorofluoromethanes: chlorine atom-catalysed destruction of ozone,W2159826636,"Acute, Subchronic, and Developmental Toxicity and Genotoxicity of 1,1,1-Trifluoroethane (HFC-143a)"
citation_paper_cites_prize_paper,Mathematics,Environmental Science,Physical Sciences,Physical Sciences,Mathematics,Environmental Science,3,W1996895697,Theory of the Variations in Paramagnetic Anisotropy Among Different Salts of the Iron Group,W2913572150,"Stability of diethyl dithiocarbamate chelates with Cu(II), Zn(II) and Mn(II)"
citation_paper_cites_prize_paper,Unknown Nobel Field,Earth and Planetary Sciences,Unknown Domain,Physical Sciences,,Earth and Planetary Sciences,9,W1606860533,THE COAGULATION OF ALBUMEN BY PRESSURE,W2624873161,High-Pressure Neutron Science
prize_paper_references_citation_paper,"Biochemistry, Genetics and Molecular Biology",Chemical Engineering,Life Sciences,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Chemical Engineering,4,W1965838279,Computer simulation of protein folding,W1588000118,The Solubility of Amino Acids and Two Glycine Peptides in Aqueous Ethanol and Dioxane Solutions
prize_paper_references_citation_paper,Chemistry,"Pharmacology, Toxicology and Pharmaceutics",Physical Sciences,Life Sciences,Chemistry,"Pharmacology, Toxicology and Pharmaceutics",20,W1992840343,Concepts in reaction dynamics,W2021575938,Energy Dependence of Cross Sections for Hot Tritium Reactions with Hydrogen and Deuterium Molecules
prize_paper_references_citation_paper,Chemistry,Agricultural and Biological Sciences,Physical Sciences,Life Sciences,Chemistry,Agricultural and Biological Sciences,9,W1987712838,PHARMACOLOGY OF A NEW ADRENERGIC BETA-RECEPTOR-BLOCKING COMPOUND (NETHALIDE),W2089123552,BLOCKADE OF SOME CARDIAC ACTIONS OF ADRENALINE BY DICHLOROISOPROTERENOL
prize_paper_references_citation_paper,Mathematics,Mathematics,Physical Sciences,Physical Sciences,Mathematics,Mathematics,2,W1996895697,Theory of the Variations in Paramagnetic Anisotropy Among Different Salts of the Iron Group,W1988932520,On Dielectric Constants and Magnetic Susceptibilities in the New Quantum Mechanics Part III—Application to Dia- and Paramagnetism
prize_paper_references_citation_paper,Mathematics,Materials Science,Physical Sciences,Physical Sciences,Mathematics,Materials Science,1,W1996895697,Theory of the Variations in Paramagnetic Anisotropy Among Different Salts of the Iron Group,W2024011040,Termaufspaltung in Kristallen
prize_paper_references_citation_paper,Mathematics,Physics and Astronomy,Physical Sciences,Physical Sciences,Mathematics,Physics and Astronomy,4,W1996895697,Theory of the Variations in Paramagnetic Anisotropy Among Different Salts of the Iron Group,W2055939670,The Theory of Complex Spectra
prize_paper_references_citation_paper,Mathematics,Earth and Planetary Sciences,Physical Sciences,Physical Sciences,Mathematics,Earth and Planetary Sciences,1,W1996895697,Theory of the Variations in Paramagnetic Anisotropy Among Different Salts of the Iron Group,W4232696344,The Theory of Electric and Magnetic Susceptibilities
citation_paper_cites_prize_paper,Decision Sciences,Earth and Planetary Sciences,Social Sciences,Physical Sciences,Decision Sciences,Earth and Planetary Sciences,4,W1975117866,"The Isolation of an Ion, a Precision Measurement of Its Charge, and the Correction of Stokes's Law",W2047200483,Exploring the complexity of aerosol particle properties and processes using single particle techniques
citation_paper_cites_prize_paper,Immunology and Microbiology,Physics and Astronomy,Life Sciences,Physical Sciences,Immunology and Microbiology,Physics and Astronomy,6,W1977282539,Isolation of a T-Lymphotropic Retrovirus from a Patient at Risk for Acquired Immune Deficiency Syndrome (AIDS),W177323329,Modeling AIDS Spread in Social Networks
citation_paper_cites_prize_paper,Computer Science,Energy,Physical Sciences,Physical Sciences,Computer Science,Energy,1,W2015233893,Invention of the integrated circuit,W4367678701,Proof-of-Concept Vacuum Microelectronic NOR Gate Fabricated Using Microelectromechanical Systems and Carbon Nanotube Field Emitters
citation_paper_cites_prize_paper,Decision Sciences,Decision Sciences,Social Sciences,Social Sciences,Decision Sciences,Decision Sciences,2,W1975117866,"The Isolation of an Ion, a Precision Measurement of Its Charge, and the Correction of Stokes's Law",W2060225880,Re-evaluation of the slip correction parameter of certified PSL spheres using a nanometer differential mobility analyzer (NDMA)
citation_paper_cites_prize_paper,Energy,"Business, Management and Accounting",Physical Sciences,Social Sciences,Energy,"Business, Management and Accounting",3,W1982444105,Genetic Control of Biochemical Reactions in Neurospora,W2110820132,Patents in Genomics and Human Genetics
citation_paper_cites_prize_paper,Veterinary,Neuroscience,Health Sciences,Life Sciences,Veterinary,Neuroscience,4,W2112130390,"Avermectins, New Family of Potent Anthelmintic Agents: Efficacy of the B <sub>1a</sub> Component",W1988485660,The identification of GABA receptor binding sites in insect ganglia
citation_paper_cites_prize_paper,Arts and Humanities,Nursing,Social Sciences,Health Sciences,Arts and Humanities,Nursing,2,W2005886497,Über einen die Erzeugung und Verwandlung des Lichtes betreffenden heuristischen Gesichtspunkt,W2416384246,Biochemical and Biophysical Methods for Studying Mitochondrial Iron Metabolism
citation_paper_cites_prize_paper,Earth and Planetary Sciences,"Business, Management and Accounting",Physical Sciences,Social Sciences,Earth and Planetary Sciences,"Business, Management and Accounting",6,W2058179313,Stratospheric sink for chlorofluoromethanes: chlorine atom-catalysed destruction of ozone,W2106961532,"Corporate social responsibility and public policy-making : making perspectives, instruments, and consequences"
prize_paper_references_citation_paper,Chemistry,Arts and Humanities,Physical Sciences,Social Sciences,Chemistry,Arts and Humanities,7,W2101447717,The axial vector current in beta decay,W2156086489,A theory of the fundamental interactions
citation_paper_cites_prize_paper,Arts and Humanities,Health Professions,Social Sciences,Health Sciences,Arts and Humanities,Health Professions,5,W2005886497,Über einen die Erzeugung und Verwandlung des Lichtes betreffenden heuristischen Gesichtspunkt,W4245774212,How to Avoid the Travails of a Research Manager (or the Pitfall of Ending Up Not Doing Science)
prize_paper_references_citation_paper,Neuroscience,Chemistry,Life Sciences,Physical Sciences,Neuroscience,Chemistry,25,W1593702539,Über die Geschwindigkeit der photochemischen Kohlensäurezersetzung in lebenden Zellen. II,W1515769169,Zur Anwendung des Einsteinschen Photochemischen Äquivalentgesetzes. I
prize_paper_references_citation_paper,Neuroscience,Arts and Humanities,Life Sciences,Social Sciences,Neuroscience,Arts and Humanities,2,W1593702539,Über die Geschwindigkeit der photochemischen Kohlensäurezersetzung in lebenden Zellen. II,W2005886497,Über einen die Erzeugung und Verwandlung des Lichtes betreffenden heuristischen Gesichtspunkt
prize_paper_references_citation_paper,Neuroscience,Chemical Engineering,Life Sciences,Physical Sciences,Neuroscience,Chemical Engineering,1,W1593702539,Über die Geschwindigkeit der photochemischen Kohlensäurezersetzung in lebenden Zellen. II,W2108727904,CXXXVIII.—The interaction of chlorine and hydrogen
prize_paper_references_citation_paper,Neuroscience,Health Professions,Life Sciences,Health Sciences,Neuroscience,Health Professions,1,W1593702539,Über die Geschwindigkeit der photochemischen Kohlensäurezersetzung in lebenden Zellen. II,W2528685614,Zum Abbau der Eiweisskörper im Hunger<sup>1</sup>)
prize_paper_references_citation_paper,Medicine,Materials Science,Health Sciences,Physical Sciences,Medicine,Materials Science,11,W2200933292,[116] Isocitric dehydrogenase system (TPN) from pig heart,W2315284347,Reinigung der Apfelsäuredehydrase und die Bedeutung der Zellstruktur in der Apfelsäuredehydrierung
citation_paper_cites_prize_paper,Mathematics,"Pharmacology, Toxicology and Pharmaceutics",Physical Sciences,Life Sciences,Mathematics,"Pharmacology, Toxicology and Pharmaceutics",1,W2248814689,Fine Structure of the Hydrogen Atom by a Microwave Method,W4233300154,The Hydrogen Atom
citation_paper_cites_prize_paper,Nursing,Chemical Engineering,Health Sciences,Physical Sciences,Nursing,Chemical Engineering,11,W2000315362,Eine ergiebige Synthese der l‐Ascorbinsäure (C‐Vitamin),W2809559251,Solid-liquid equilibrium in the system 2-keto-L-gulonic acid + sodium-2-keto-L-gulonate + water
citation_paper_cites_prize_paper,Decision Sciences,Medicine,Social Sciences,Health Sciences,Decision Sciences,Medicine,2,W1975117866,"The Isolation of an Ion, a Precision Measurement of Its Charge, and the Correction of Stokes's Law",W4286247672,Dynamics of charged aerosols relevant to transmission of airborne infections
citation_paper_cites_prize_paper,Chemical Engineering,Immunology and Microbiology,Physical Sciences,Life Sciences,Chemical Engineering,Immunology and Microbiology,1,W2036574905,Desoxy‐cortico‐steron (21‐Oxy‐progesteron) aus Δ<sup>5</sup>‐3‐Oxy‐ätio‐cholensäure,W2766621574,Inflammation through the Ages: A Historical Perspective
prize_paper_references_citation_paper,Materials Science,Materials Science,Physical Sciences,Physical Sciences,Materials Science,Materials Science,68,W2058122340,Electric Field Effect in Atomically Thin Carbon Films,W1598581722,Graphitic cones and the nucleation of curved carbon surfaces
prize_paper_references_citation_paper,Materials Science,Engineering,Physical Sciences,Physical Sciences,Materials Science,Engineering,19,W2058122340,Electric Field Effect in Atomically Thin Carbon Films,W1999115975,Organic thin-film transistors: A review of recent advances
prize_paper_references_citation_paper,Materials Science,Physics and Astronomy,Physical Sciences,Physical Sciences,Materials Science,Physics and Astronomy,40,W2058122340,Electric Field Effect in Atomically Thin Carbon Films,W2006512131,Hall constant in quantum-sized semimetal Bi films: Electric field effect influence
prize_paper_references_citation_paper,Materials Science,Unknown Citation Field,Physical Sciences,Unknown Domain,Materials Science,,5,W2058122340,Electric Field Effect in Atomically Thin Carbon Films,W2054104435,
prize_paper_references_citation_paper,Chemistry,Chemical Engineering,Physical Sciences,Physical Sciences,Chemistry,Chemical Engineering,29,W2001270915,On the Theory of Oxidation-Reduction Reactions Involving Electron Transfer. I,W2016540952,Dielectric Properties of Aqueous Ionic Solutions. Parts I and II
prize_paper_references_citation_paper,Chemistry,Unknown Citation Field,Physical Sciences,Unknown Domain,Chemistry,,17,W2001270915,On the Theory of Oxidation-Reduction Reactions Involving Electron Transfer. I,W2623987982,Échanges isotopiques. Progrès récents
prize_paper_references_citation_paper,Materials Science,Chemistry,Physical Sciences,Physical Sciences,Materials Science,Chemistry,24,W1993209440,Electrical Conductivity in Doped Polyacetylene,W1966994507,Raman Scattering and Electronic Spectra of Poly(acetylene)
prize_paper_references_citation_paper,Environmental Science,Earth and Planetary Sciences,Physical Sciences,Physical Sciences,Environmental Science,Earth and Planetary Sciences,1,W2127674396,THE STRUCTURE OF DNA,W2014761644,Electron microscopy of sodium desoxyribonucleate by use of a new freeze-drying method
prize_paper_references_citation_paper,Environmental Science,Physics and Astronomy,Physical Sciences,Physical Sciences,Environmental Science,Physics and Astronomy,2,W2127674396,THE STRUCTURE OF DNA,W2035449879,The electron microscopy of sodium desoxyribonucleate
prize_paper_references_citation_paper,Environmental Science,Medicine,Physical Sciences,Health Sciences,Environmental Science,Medicine,2,W2127674396,THE STRUCTURE OF DNA,W2036343636,Crystallinity in sperm heads: Molecular structure of nucleoprotein in vivo
prize_paper_references_citation_paper,Environmental Science,"Pharmacology, Toxicology and Pharmaceutics",Physical Sciences,Life Sciences,Environmental Science,"Pharmacology, Toxicology and Pharmaceutics",1,W2127674396,THE STRUCTURE OF DNA,W2069175085,The Nature of the Intermolecular Forces Operative in Biological Processes
prize_paper_references_citation_paper,Engineering,Agricultural and Biological Sciences,Physical Sciences,Life Sciences,Engineering,Agricultural and Biological Sciences,7,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W1993452632,"Excretion of Noradrenaline, Adrenaline, and Hydroxytyramine in Urine"
prize_paper_references_citation_paper,Engineering,"Pharmacology, Toxicology and Pharmaceutics",Physical Sciences,Life Sciences,Engineering,"Pharmacology, Toxicology and Pharmaceutics",3,W2021432299,A Fluorimetric Method for the Determination of Dopamine (3‐Hydroxytyramine.),W2435438063,β-(3:4-dihydroxyphenyl)ethylamine (hydroxytyramine) in normal human urine
citation_paper_cites_prize_paper,Nursing,"Economics, Econometrics and Finance",Health Sciences,Social Sciences,Nursing,"Economics, Econometrics and Finance",2,W2414829511,The disulphide bonds of insulin,W1999613272,THE FAR ULTRAVIOLET ABSORPTION SPECTRA OF POLYPEPTIDE AND PROTEIN SOLUTIONS AND THEIR DEPENDENCE ON CONFORMATION
citation_paper_cites_prize_paper,Chemical Engineering,Earth and Planetary Sciences,Physical Sciences,Physical Sciences,Chemical Engineering,Earth and Planetary Sciences,3,W1884836326,Der stetige �bergang von der Mikro- zur Makromechanik,W4285606435,Mantle evolution and continental growth events
citation_paper_cites_prize_paper,Chemical Engineering,Dentistry,Physical Sciences,Health Sciences,Chemical Engineering,Dentistry,2,W2148849027,Coil-stretch transition of dilute flexible polymers under ultrahigh velocity gradients,W4306696701,Aerosol suppression from a handpiece using viscoelastic solution in confined dental office
citation_paper_cites_prize_paper,Psychology,Unknown Citation Field,Social Sciences,Unknown Domain,Psychology,,1,W2068610106,PREFRONTAL LEUCOTOMY IN THE TREATMENT OF MENTAL DISORDERS,W207335740,The Prefrontal Lobes
prize_paper_references_citation_paper,Medicine,Arts and Humanities,Health Sciences,Social Sciences,Medicine,Arts and Humanities,1,W2009015488,Hypothalamus und die Zentren des autonomen Nervensystems: Physiologie,W2062257891,"CYNEWULF, CYNEHEARD, AND OSRIC."
citation_paper_cites_prize_paper,Chemical Engineering,Decision Sciences,Physical Sciences,Social Sciences,Chemical Engineering,Decision Sciences,2,W2148849027,Coil-stretch transition of dilute flexible polymers under ultrahigh velocity gradients,W3103119244,Study of the Impact of Past Scientific Research on Current Research
citation_paper_cites_prize_paper,Chemical Engineering,Veterinary,Physical Sciences,Health Sciences,Chemical Engineering,Veterinary,1,W2036574905,Desoxy‐cortico‐steron (21‐Oxy‐progesteron) aus Δ<sup>5</sup>‐3‐Oxy‐ätio‐cholensäure,W1552167190,THE RÔLE OF GONADAL AND ADRENAL CORTICAL HORMONES IN THE PRODUCTION OF EDEMA
citation_paper_cites_prize_paper,Decision Sciences,Materials Science,Social Sciences,Physical Sciences,Decision Sciences,Materials Science,3,W1975117866,"The Isolation of an Ion, a Precision Measurement of Its Charge, and the Correction of Stokes's Law",W2139721964,Nonphotochemical Laser-Induced Nucleation in Levitated Supersaturated Aqueous Potassium Chloride Microdroplets
citation_paper_cites_prize_paper,"Pharmacology, Toxicology and Pharmaceutics","Economics, Econometrics and Finance",Life Sciences,Social Sciences,"Pharmacology, Toxicology and Pharmaceutics","Economics, Econometrics and Finance",2,W1205458192,Tissue fractionation studies. 6. Intracellular distribution patterns of enzymes in rat-liver tissue,W3153737700,Parthenolide induces autophagy and apoptosis of breast cancer cells associated with the PI3K/AKT/mTOR pathway
citation_paper_cites_prize_paper,Chemical Engineering,Arts and Humanities,Physical Sciences,Social Sciences,Chemical Engineering,Arts and Humanities,7,W1884836326,Der stetige �bergang von der Mikro- zur Makromechanik,W1492246297,Pauli's ideas on mind and matter in the context of contemporary of science
prize_paper_references_citation_paper,Environmental Science,Chemistry,Physical Sciences,Physical Sciences,Environmental Science,Chemistry,2,W2138270253,DNA sequencing with chain-terminating inhibitors,W2314349163,Purine Nucleosides. XIV. Unsaturated Furanosyl Adenine Nucleosides Prepared via Base-Catalyzed Elimination Reactions of 2'-Deoxyadenosine Derivatives<sup>1</sup>
prize_paper_references_citation_paper,Energy,Agricultural and Biological Sciences,Physical Sciences,Life Sciences,Energy,Agricultural and Biological Sciences,1,W1982444105,Genetic Control of Biochemical Reactions in Neurospora,W2084256146,Biotin and the Growth of <i>Neurospora</i>
prize_paper_references_citation_paper,Energy,Unknown Citation Field,Physical Sciences,Unknown Domain,Energy,,1,W1982444105,Genetic Control of Biochemical Reactions in Neurospora,W2739424515,THE EFFECTS IN COMBINATION OF THE MAJOR COLOR-FACTORS OF THE GUINE APIG
prize_paper_references_citation_paper,Chemistry,Health Professions,Physical Sciences,Health Sciences,Chemistry,Health Professions,4,W1703910647,I. <i>On the constitution of atoms and molecules</i>,W2330667590,XLIII. <i>The origin of β and γ rays from radioactive substances</i>
prize_paper_references_citation_paper,Medicine,Social Sciences,Health Sciences,Social Sciences,Medicine,Social Sciences,2,W2048075051,über Induktion von Embryonalanlagen durch Implantation artfremder Organisatoren,W2332670128,Das Differenzierungsgefälle des Amphibienkörpers und seine Auswirkungen
prize_paper_references_citation_paper,Materials Science,Environmental Science,Physical Sciences,Physical Sciences,Materials Science,Environmental Science,1,W2008893762,A molecular beam investigation of the catalytic oxidation of CO on Pd (111),W2322000591,Adsorption—Desorption Phenomena
prize_paper_references_citation_paper,Materials Science,Mathematics,Physical Sciences,Physical Sciences,Materials Science,Mathematics,3,W2008893762,A molecular beam investigation of the catalytic oxidation of CO on Pd (111),W2322150825,Fundamentals of gas-surface interactions
prize_paper_references_citation_paper,Materials Science,Chemical Engineering,Physical Sciences,Physical Sciences,Materials Science,Chemical Engineering,3,W2008893762,A molecular beam investigation of the catalytic oxidation of CO on Pd (111),W2334005372,Zum Mechanismus der katalytischen Oxydation von<i>CO</i>an Palladium
prize_paper_references_citation_paper,Arts and Humanities,Physics and Astronomy,Social Sciences,Physical Sciences,Arts and Humanities,Physics and Astronomy,2,W2051374510,CXVII. <i>The total reflexion of X-rays</i>,W1555414440,Book Review: The Theory of Electrons and its Applications to the Phenomena of Light and Radiant Heat
citation_paper_cites_prize_paper,Nursing,Psychology,Health Sciences,Social Sciences,Nursing,Psychology,4,W2414829511,The disulphide bonds of insulin,W2074532817,Crystalline Deamino-Oxytocin
citation_paper_cites_prize_paper,Nursing,Computer Science,Health Sciences,Physical Sciences,Nursing,Computer Science,6,W2000315362,Eine ergiebige Synthese der l‐Ascorbinsäure (C‐Vitamin),W1552200656,Some Progress in Organic Synthesis of Pharmaceuticals in China
citation_paper_cites_prize_paper,Computer Science,Nursing,Physical Sciences,Health Sciences,Computer Science,Nursing,2,W2059693774,A New Audiometer,W1982102243,Absolute behavioral taste thresholds in the rat.
citation_paper_cites_prize_paper,Psychology,Mathematics,Social Sciences,Physical Sciences,Psychology,Mathematics,1,W2068610106,PREFRONTAL LEUCOTOMY IN THE TREATMENT OF MENTAL DISORDERS,W2100125260,What happens in the leucotomised brain? A postmortem morphological study of brains from schizophrenic patients.
citation_paper_cites_prize_paper,Arts and Humanities,"Business, Management and Accounting",Social Sciences,Social Sciences,Arts and Humanities,"Business, Management and Accounting",3,W2060222759,LXXIII. <i>On the constitution of atoms and molecules</i>,W1973803766,Institutional expertise in the Service-Dominant Logic: Knowing how and knowing what
citation_paper_cites_prize_paper,Computer Science,Immunology and Microbiology,Physical Sciences,Life Sciences,Computer Science,Immunology and Microbiology,1,W1652946403,Single photons on demand from a single molecule at room temperature,W2291758791,Quantifying the Distribution of the Stoichiometric Composition of Anticancer Peptide Lycosin-I on the Lipid Membrane with Single Molecule Spectroscopy
prize_paper_references_citation_paper,Neuroscience,Unknown Citation Field,Life Sciences,Unknown Domain,Neuroscience,,7,W1985940938,A quantitative description of membrane current and its application to conduction and excitation in nerve,W2419043600,A study of nerve physiology.
prize_paper_references_citation_paper,Medicine,Psychology,Health Sciences,Social Sciences,Medicine,Psychology,4,W2050717506,Enzymatic Amplification of β-Globin Genomic Sequences and Restriction Site Analysis for Diagnosis of Sickle Cell Anemia,W2435781969,"Children's Clinic, Helsinki."
prize_paper_references_citation_paper,Chemistry,"Business, Management and Accounting",Physical Sciences,Social Sciences,Chemistry,"Business, Management and Accounting",1,W2008844584,The Conservation of Orbital Symmetry,W1546391509,Das HMO-Modell und seine Anwendung
prize_paper_references_citation_paper,Physics and Astronomy,Psychology,Physical Sciences,Social Sciences,Physics and Astronomy,Psychology,1,W2592799394,The Quantum Theory of Optical Coherence,W2153687313,Reflections of a Communication Engineer
prize_paper_references_citation_paper,Materials Science,"Biochemistry, Genetics and Molecular Biology",Physical Sciences,Life Sciences,Materials Science,"Biochemistry, Genetics and Molecular Biology",29,W2140992384,The structure of proteins: Two hydrogen-bonded helical configurations of the polypeptide chain,W1974488437,The Structure of Fibrous Proteins.
prize_paper_references_citation_paper,"Biochemistry, Genetics and Molecular Biology",Social Sciences,Life Sciences,Social Sciences,"Biochemistry, Genetics and Molecular Biology",Social Sciences,6,W2084312697,"Extraction, Purification and Properties of Aequorin, a Bioluminescent Protein from the Luminous Hydromedusan, <i>Aequorea</i>",W1926767282,Personal narrative of travels to the equinoctial regions of America during the years 1799 - 1804 /
prize_paper_references_citation_paper,"Biochemistry, Genetics and Molecular Biology",Decision Sciences,Life Sciences,Social Sciences,"Biochemistry, Genetics and Molecular Biology",Decision Sciences,2,W2084312697,"Extraction, Purification and Properties of Aequorin, a Bioluminescent Protein from the Luminous Hydromedusan, <i>Aequorea</i>",W1985570292,THE TEMPERATURE-PRESSURE-INHIBITOR RELATIONS OF BACTERIAL LUMINESCENCE IN VITRO
prize_paper_references_citation_paper,Physics and Astronomy,"Business, Management and Accounting",Physical Sciences,Social Sciences,Physics and Astronomy,"Business, Management and Accounting",2,W1972128701,Zur Theorie der spezifischen Wärmen,W2943205955,N�herungsformeln f�r die Zylinderfunktionen f�r gro�e Werte des Arguments und unbeschr�nkt ver�nderliche Werte des Index
prize_paper_references_citation_paper,Arts and Humanities,Agricultural and Biological Sciences,Social Sciences,Life Sciences,Arts and Humanities,Agricultural and Biological Sciences,1,W2000547662,Synthesen in der hydroaromatischen Reihe,W4256015250,Zur Kenntniss der Terpene und der ätherischen Oele
prize_paper_references_citation_paper,Computer Science,Computer Science,Physical Sciences,Physical Sciences,Computer Science,Computer Science,43,W1652946403,Single photons on demand from a single molecule at room temperature,W1482317929,Single-Mode Generation of Quantum Photon States by Excited Single Molecules in a Microcavity Trap
prize_paper_references_citation_paper,Computer Science,Physics and Astronomy,Physical Sciences,Physical Sciences,Computer Science,Physics and Astronomy,39,W1652946403,Single photons on demand from a single molecule at room temperature,W1524303762,A single-photon turnstile device
prize_paper_references_citation_paper,Computer Science,Engineering,Physical Sciences,Physical Sciences,Computer Science,Engineering,4,W1652946403,Single photons on demand from a single molecule at room temperature,W2012172594,Fluorescence photon antibunching from single molecules on a surface
prize_paper_references_citation_paper,Computer Science,"Biochemistry, Genetics and Molecular Biology",Physical Sciences,Life Sciences,Computer Science,"Biochemistry, Genetics and Molecular Biology",4,W1652946403,Single photons on demand from a single molecule at room temperature,W2044213208,Nonclassical Photon Statistics in Single-Molecule Fluorescence at Room Temperature
prize_paper_references_citation_paper,Physics and Astronomy,Decision Sciences,Physical Sciences,Social Sciences,Physics and Astronomy,Decision Sciences,12,W1991093461,The Detection of Gamma-Rays with Thallium-Activated Sodium Iodide Crystals,W2062978496,Decay Times of Scintillations
citation_paper_cites_prize_paper,Veterinary,Materials Science,Health Sciences,Physical Sciences,Veterinary,Materials Science,1,W2112130390,"Avermectins, New Family of Potent Anthelmintic Agents: Efficacy of the B <sub>1a</sub> Component",W2344382413,"Preparation, Characterization, and Insecticidal Activity of Avermectin-Grafted-Carboxymethyl Chitosan"
citation_paper_cites_prize_paper,"Pharmacology, Toxicology and Pharmaceutics",Health Professions,Life Sciences,Health Sciences,"Pharmacology, Toxicology and Pharmaceutics",Health Professions,4,W1205458192,Tissue fractionation studies. 6. Intracellular distribution patterns of enzymes in rat-liver tissue,W2324447753,Studies on relationship of oral bleeding and fibrinolysis in cases of blood disease
citation_paper_cites_prize_paper,Nursing,Social Sciences,Health Sciences,Social Sciences,Nursing,Social Sciences,4,W2414829511,The disulphide bonds of insulin,W4232015221,Notes
